brand,model_type,transmission,fuel_type,owner_type,year,engine_cc,mileage_km,tax_annual,price_usd
Mercedes,Sedan,Manual,Diesel,Third,2023,3265,26202,796.39,39819.50
Mercedes,MPV,Automatic,Diesel,Third,2022,2911,48336,654.17,32708.65
Honda,Coupe,Manual,Petrol,First,2011,1231,203672,36.94,1847.13
Ferrari,SUV,Automatic,Petrol,First,2008,5028,331432,615.19,30759.58
Toyota,MPV,Automatic,Diesel,First,2012,2005,170651,31.53,1576.73
Porsche,Sedan,Manual,Diesel,Third,2006,2059,332747,69.75,3487.56
Porsche,Sedan,Manual,Petrol,Third,2018,1358,102298,606.29,30314.50
Honda,MPV,Manual,Hybrid,Third,2024,2438,10362,454.33,22716.34
Honda,MPV,Manual,Hybrid,Second,2021,1765,54048,252.13,12606.31
VW,MPV,Manual,Diesel,Third,2021,1745,44388,270.75,13537.34
Daihatsu,Hatchback,Manual,Hybrid,First,2014,1813,186813,50.11,2505.41
Daihatsu,MPV,Automatic,Diesel,Third,2008,2143,286518,52.69,2634.29
Mercedes,Coupe,Automatic,Diesel,First,2017,3083,109848,388.17,19408.51
BMW,Coupe,Manual,Diesel,Second,2006,3601,350379,50.99,2549.49
Ferrari,Hatchback,Automatic,Diesel,Second,2022,5762,38727,3166.01,158300.30
Mazda,Sedan,Automatic,Petrol,First,2024,2005,14528,543.71,27185.70
Audi,SUV,Manual,Hybrid,Second,2010,2344,267105,28.03,1401.25
BMW,Coupe,Automatic,Petrol,Second,2023,3699,20710,1130.73,56536.42
Toyota,MPV,Manual,Petrol,First,2010,1619,189435,43.49,2174.72
Daihatsu,MPV,Manual,Hybrid,Second,2021,1056,76684,98.85,4942.56
Porsche,Coupe,Automatic,Petrol,Third,2016,2495,149202,671.94,33597.18
Mazda,MPV,Automatic,Hybrid,First,2010,1711,266580,42.28,2114.11
BMW,Sedan,Manual,Petrol,First,2010,2801,212850,43.98,2198.80
BMW,Sedan,Automatic,Diesel,Third,2021,3750,51792,570.61,28530.66
VW,MPV,Manual,Diesel,Second,2006,1143,200811,33.53,1676.50
VW,Hatchback,Manual,Hybrid,First,2014,1461,127600,58.63,2931.63
Toyota,Coupe,Manual,Hybrid,Third,2014,1906,214291,47.81,2390.32
Ferrari,SUV,Automatic,Hybrid,Second,2011,6148,171500,1095.10,54754.80
Ferrari,Sedan,Manual,Diesel,Second,2015,5949,138580,1403.27,70163.56
Toyota,SUV,Manual,Diesel,First,2008,1400,273513,60.16,3007.99
Porsche,SUV,Manual,Diesel,First,2021,1305,46156,1346.91,67345.61
Suzuki,Sedan,Automatic,Hybrid,First,2009,1682,248576,67.66,3382.88
BMW,Sedan,Automatic,Hybrid,Second,2008,3944,203660,41.08,2053.81
Porsche,Coupe,Manual,Hybrid,First,2013,1267,156888,550.51,27525.44
Suzuki,MPV,Automatic,Petrol,First,2022,2462,52683,359.37,17968.40
Porsche,Hatchback,Automatic,Diesel,First,2013,2307,122172,457.19,22859.37
Mercedes,Coupe,Manual,Hybrid,Second,2010,2154,182685,33.21,1660.60
VW,SUV,Automatic,Hybrid,First,2007,1448,281394,63.36,3167.90
Porsche,Coupe,Automatic,Petrol,Second,2006,1230,258324,79.94,3997.15
BMW,MPV,Manual,Petrol,First,2005,2286,315120,45.84,2292.19
VW,Sedan,Manual,Diesel,Second,2008,2167,268889,71.20,3560.16
Mazda,Hatchback,Automatic,Diesel,First,2007,1129,270396,56.48,2823.85
Daihatsu,Hatchback,Manual,Diesel,Second,2006,2235,316863,32.93,1646.63
Daihatsu,Sedan,Manual,Hybrid,Third,2021,1314,49900,134.49,6724.49
BMW,Sedan,Automatic,Hybrid,Second,2015,2506,102740,156.70,7834.82
Audi,Coupe,Automatic,Hybrid,First,2016,2215,150318,458.27,22913.40
BMW,Sedan,Automatic,Petrol,Third,2022,2258,51054,551.48,27574.19
Daihatsu,Hatchback,Manual,Petrol,Second,2017,1696,89424,55.04,2751.78
Toyota,SUV,Automatic,Petrol,Second,2008,1880,263228,35.01,1750.42
Porsche,SUV,Automatic,Diesel,Third,2006,1253,364781,35.73,1786.72
Suzuki,MPV,Automatic,Hybrid,Third,2014,1379,170357,64.68,3234.13
Mazda,SUV,Manual,Petrol,Second,2014,1833,177012,32.99,1649.31
Honda,SUV,Manual,Petrol,Third,2009,2214,199440,63.04,3152.05
Daihatsu,MPV,Automatic,Hybrid,Second,2017,2368,147408,127.25,6362.28
Ferrari,SUV,Manual,Diesel,First,2015,4370,137710,1742.38,87119.22
Porsche,Coupe,Manual,Petrol,Third,2005,1709,311260,32.77,1638.65
Porsche,Coupe,Automatic,Diesel,First,2021,1593,55564,1520.52,76025.84
Audi,SUV,Automatic,Diesel,First,2007,2293,248598,51.30,2564.95
Porsche,Sedan,Manual,Petrol,Third,2007,1876,338490,75.79,3789.38
Audi,Coupe,Automatic,Hybrid,First,2015,2058,179280,354.31,17715.32
Ferrari,SUV,Automatic,Petrol,Third,2023,4445,37034,3483.07,174153.30
Ferrari,SUV,Automatic,Petrol,First,2015,5102,179690,1779.50,88974.76
Daihatsu,Hatchback,Automatic,Diesel,Second,2015,1911,121660,41.27,2063.31
BMW,MPV,Manual,Hybrid,First,2007,3529,269442,39.43,1971.26
Mercedes,SUV,Manual,Diesel,First,2013,2159,150516,60.72,3035.92
BMW,MPV,Automatic,Petrol,Third,2009,2470,301728,44.36,2217.88
Suzuki,Sedan,Automatic,Diesel,Third,2022,1641,32289,228.59,11429.41
Ferrari,Coupe,Automatic,Petrol,First,2014,5654,173294,1743.33,87166.69
Daihatsu,Coupe,Automatic,Hybrid,Second,2017,1536,154880,76.02,3801.08
Porsche,Coupe,Manual,Diesel,Second,2007,2384,257994,120.50,6024.89
Ferrari,Sedan,Automatic,Diesel,Second,2006,5886,360544,305.58,15278.86
Toyota,MPV,Manual,Hybrid,Second,2012,1276,154154,63.36,3168.05
Audi,SUV,Automatic,Hybrid,Second,2015,1301,111280,303.36,15168.19
Toyota,SUV,Automatic,Petrol,First,2005,2145,331040,26.27,1313.56
Porsche,Sedan,Manual,Petrol,Third,2014,1227,187275,297.75,14887.31
Porsche,Sedan,Manual,Hybrid,Third,2020,1562,67445,815.71,40785.43
Suzuki,SUV,Automatic,Petrol,Third,2024,1167,15908,252.04,12602.20
Daihatsu,Sedan,Manual,Petrol,First,2019,2307,118566,164.44,8222.09
Toyota,Coupe,Automatic,Petrol,Second,2007,1331,273816,69.91,3495.62
BMW,SUV,Automatic,Petrol,First,2019,3527,90780,534.60,26729.95
VW,Sedan,Manual,Petrol,First,2005,2277,220000,69.20,3460.13
Suzuki,Sedan,Automatic,Hybrid,First,2022,2354,55080,384.24,19211.78
VW,Sedan,Manual,Petrol,Third,2019,1495,106170,128.04,6402.11
Porsche,Sedan,Automatic,Diesel,Third,2021,1162,63048,893.21,44660.29
BMW,Hatchback,Automatic,Hybrid,Third,2024,3637,14728,1010.02,50501.08
Mercedes,Sedan,Manual,Hybrid,Second,2006,2851,289693,32.11,1605.57
Toyota,MPV,Manual,Diesel,Second,2016,2482,155781,68.38,3419.07
Toyota,Sedan,Automatic,Diesel,First,2006,1820,315647,64.94,3246.78
Audi,Sedan,Manual,Diesel,First,2022,2452,37317,813.46,40673.14
BMW,SUV,Automatic,Diesel,First,2020,2916,86595,601.96,30097.99
Daihatsu,MPV,Manual,Hybrid,Second,2023,1000,27912,205.13,10256.36
Honda,SUV,Manual,Hybrid,Second,2020,1199,99390,200.66,10032.91
Toyota,Sedan,Automatic,Hybrid,First,2005,2447,216280,57.62,2881.24
Porsche,SUV,Automatic,Petrol,First,2015,2459,154900,689.63,34481.64
Ferrari,SUV,Manual,Hybrid,Third,2014,5975,217107,1289.33,64466.25
Toyota,Hatchback,Manual,Hybrid,Second,2023,1610,39652,293.20,14660.03
Daihatsu,SUV,Automatic,Diesel,Third,2009,1566,256048,54.69,2734.71
VW,Hatchback,Automatic,Hybrid,First,2017,1282,100064,148.95,7447.53
Suzuki,Coupe,Manual,Hybrid,First,2005,1686,376060,58.46,2923.19
Daihatsu,Sedan,Automatic,Hybrid,Second,2005,1073,325480,50.36,2518.24
Mercedes,Coupe,Automatic,Hybrid,Second,2007,3994,219870,42.48,2124.22
Toyota,Coupe,Automatic,Diesel,Second,2007,1472,315810,30.37,1518.41
Audi,SUV,Automatic,Petrol,First,2023,1465,25872,927.98,46398.82
Audi,SUV,Manual,Diesel,Second,2005,1928,205340,59.98,2999.04
VW,Hatchback,Manual,Petrol,Third,2022,1122,54414,223.70,11184.86
BMW,Hatchback,Automatic,Petrol,Second,2009,2443,182912,60.78,3039.22
BMW,SUV,Manual,Hybrid,First,2005,3294,238620,56.23,2811.40
Ferrari,Coupe,Automatic,Diesel,Third,2018,4150,113029,2127.49,106374.30
Porsche,Hatchback,Automatic,Diesel,Third,2016,1837,90009,508.94,25446.92
Porsche,Hatchback,Manual,Hybrid,Second,2023,1704,39620,1353.98,67698.94
Mercedes,Hatchback,Manual,Petrol,Third,2024,2926,19728,908.92,45446.21
BMW,Coupe,Automatic,Diesel,First,2012,2655,209196,34.02,1701.14
BMW,Hatchback,Automatic,Petrol,First,2013,2411,143232,50.80,2539.84
Suzuki,Sedan,Manual,Hybrid,Second,2011,1360,211064,28.70,1435.02
Mazda,Coupe,Automatic,Hybrid,Second,2021,1300,47476,353.30,17665.01
BMW,Sedan,Automatic,Petrol,Second,2020,3743,94480,530.55,26527.68
Porsche,Coupe,Automatic,Petrol,Second,2012,1230,256178,304.03,15201.67
Ferrari,Hatchback,Manual,Hybrid,Third,2008,4589,307241,397.40,19869.97
Audi,Sedan,Manual,Petrol,Third,2022,2388,55203,617.60,30879.88
Mazda,MPV,Manual,Hybrid,First,2020,1375,57800,240.81,12040.56
Ferrari,MPV,Manual,Diesel,Second,2015,5244,160230,1342.26,67112.82
BMW,SUV,Manual,Diesel,Third,2020,3488,76485,520.45,26022.46
Ferrari,Hatchback,Automatic,Diesel,Second,2008,4816,294576,438.51,21925.39
Porsche,Coupe,Automatic,Hybrid,Third,2015,2272,115830,649.26,32463.19
Mercedes,MPV,Manual,Hybrid,Second,2012,2499,158392,65.06,3252.96
Daihatsu,Coupe,Automatic,Diesel,Third,2015,1368,199910,35.90,1795.00
Toyota,MPV,Automatic,Petrol,Second,2018,2431,70595,189.25,9462.31
Suzuki,MPV,Manual,Hybrid,Third,2012,2464,172419,57.58,2878.80
Ferrari,Sedan,Automatic,Hybrid,Second,2022,5089,37725,3125.74,156286.90
Suzuki,Hatchback,Manual,Petrol,Second,2024,1437,17569,264.68,13234.10
Suzuki,Coupe,Manual,Hybrid,Second,2013,1291,144984,38.53,1926.27
Mercedes,Sedan,Automatic,Petrol,Second,2007,3104,215388,54.54,2727.24
Daihatsu,Sedan,Automatic,Diesel,First,2006,1359,289009,69.12,3456.19
Toyota,MPV,Automatic,Hybrid,First,2009,2325,305392,43.52,2176.16
Toyota,Sedan,Automatic,Petrol,Second,2009,2036,275184,69.13,3456.71
Mazda,Hatchback,Manual,Diesel,First,2011,1619,144046,61.93,3096.59
Honda,SUV,Manual,Diesel,First,2016,1910,178164,48.86,2442.77
Suzuki,Sedan,Automatic,Hybrid,Second,2014,1910,186362,45.15,2257.33
Mazda,Sedan,Automatic,Diesel,First,2015,1002,128540,24.01,1200.54
Daihatsu,SUV,Manual,Diesel,Third,2023,1632,37714,238.45,11922.44
Mercedes,SUV,Manual,Petrol,First,2023,2716,34358,1086.50,54325.00
Toyota,SUV,Automatic,Petrol,Second,2021,1616,59404,259.66,12982.78
Ferrari,MPV,Manual,Hybrid,First,2011,5281,180530,941.47,47073.56
Toyota,MPV,Automatic,Hybrid,Second,2019,1093,114198,90.81,4540.28
VW,Hatchback,Manual,Diesel,First,2006,2138,305653,56.50,2825.09
Ferrari,MPV,Manual,Hybrid,Second,2023,4449,20202,3364.04,168201.94
Porsche,Hatchback,Manual,Diesel,Second,2012,1156,179647,231.04,11551.80
Porsche,Hatchback,Automatic,Diesel,First,2014,1261,115203,440.66,22033.25
Toyota,SUV,Manual,Diesel,Third,2014,2366,140492,44.37,2218.41
Toyota,Coupe,Automatic,Petrol,Third,2014,1803,121693,81.09,4054.54
Suzuki,SUV,Manual,Hybrid,Third,2012,1409,219622,43.91,2195.73
BMW,Hatchback,Manual,Petrol,First,2008,2687,199189,40.40,2019.77
Porsche,SUV,Automatic,Diesel,Second,2014,2433,165440,545.55,27277.36
Mercedes,MPV,Automatic,Hybrid,Third,2023,2820,35558,789.57,39478.57
BMW,SUV,Automatic,Hybrid,First,2022,3825,55416,1007.31,50365.31
Honda,Hatchback,Automatic,Hybrid,Third,2017,1705,92760,148.27,7413.48
Porsche,Coupe,Automatic,Diesel,First,2011,1386,173026,373.95,18697.48
BMW,Sedan,Automatic,Hybrid,First,2007,2686,333396,41.82,2090.95
Audi,MPV,Manual,Petrol,Third,2017,1626,130088,252.96,12648.08
Daihatsu,MPV,Manual,Petrol,Third,2011,1559,195608,52.66,2633.14
Toyota,Sedan,Automatic,Petrol,First,2007,2071,196308,28.26,1413.24
Toyota,MPV,Manual,Petrol,Second,2016,1297,175500,37.38,1869.04
Audi,Hatchback,Automatic,Petrol,First,2011,1768,210266,45.09,2254.52
Mazda,Sedan,Manual,Hybrid,Second,2023,1680,32850,399.72,19986.14
Mercedes,MPV,Manual,Hybrid,Third,2008,2968,231846,59.61,2980.41
BMW,Coupe,Automatic,Petrol,Third,2012,3163,195364,58.71,2935.44
Audi,Hatchback,Automatic,Petrol,First,2010,1139,270795,61.27,3063.54
Suzuki,Coupe,Automatic,Petrol,Third,2019,1867,95136,178.51,8925.74
Suzuki,Hatchback,Automatic,Diesel,Second,2024,2381,13829,446.17,22308.38
VW,Hatchback,Automatic,Petrol,Second,2011,2343,233898,49.42,2470.97
Mazda,Hatchback,Manual,Petrol,First,2007,1599,293814,59.23,2961.73
Suzuki,Hatchback,Manual,Hybrid,Second,2023,1075,20612,207.29,10364.45
Toyota,Hatchback,Automatic,Hybrid,Second,2013,1841,165432,49.66,2482.88
Mercedes,Hatchback,Automatic,Hybrid,Third,2009,2226,211680,47.26,2363.13
Suzuki,Hatchback,Manual,Petrol,First,2020,1678,68095,172.00,8600.14
Mercedes,SUV,Automatic,Diesel,Third,2017,2225,130472,220.22,11010.88
Porsche,Sedan,Manual,Petrol,Third,2021,1216,63820,866.21,43310.47
Daihatsu,SUV,Automatic,Diesel,Third,2018,2279,74312,167.26,8362.96
Honda,MPV,Automatic,Diesel,Third,2017,1143,151168,48.04,2402.07
Toyota,MPV,Manual,Hybrid,First,2023,1929,29400,418.35,20917.60
BMW,Coupe,Manual,Petrol,Third,2008,3110,204850,45.62,2281.09
Daihatsu,Sedan,Manual,Diesel,Third,2007,1495,219870,42.23,2111.33
BMW,MPV,Automatic,Petrol,Third,2013,2478,209088,44.67,2233.68
BMW,SUV,Automatic,Diesel,Second,2019,2963,77400,474.33,23716.60
Suzuki,Sedan,Automatic,Petrol,Second,2007,1186,349650,44.37,2218.65
Suzuki,Sedan,Manual,Diesel,Second,2024,1939,16144,340.85,17042.71
Porsche,Hatchback,Manual,Petrol,Second,2005,1166,312300,71.04,3552.10
Daihatsu,Hatchback,Manual,Hybrid,Third,2019,1207,118458,51.18,2559.03
Porsche,MPV,Automatic,Diesel,First,2017,2398,93792,780.90,39045.17
Daihatsu,Sedan,Automatic,Hybrid,Second,2020,1616,65455,170.38,8518.91
Mercedes,MPV,Automatic,Petrol,Second,2020,2035,71705,415.44,20772.11
Daihatsu,Coupe,Manual,Hybrid,Second,2021,1295,63472,219.66,10983.15
Toyota,Coupe,Automatic,Diesel,First,2007,1619,212184,34.01,1700.61
Daihatsu,Sedan,Automatic,Petrol,Third,2010,1684,263925,48.09,2404.41
Suzuki,Hatchback,Automatic,Hybrid,First,2023,1191,27794,277.50,13875.03
Suzuki,MPV,Automatic,Hybrid,First,2020,1983,90055,233.22,11660.76
Suzuki,Hatchback,Manual,Petrol,Third,2009,2415,220592,24.59,1229.74
Mazda,Sedan,Automatic,Hybrid,Second,2016,1033,97227,115.45,5772.35
Toyota,SUV,Manual,Petrol,Second,2012,2043,227903,56.54,2827.14
Daihatsu,Hatchback,Automatic,Hybrid,Second,2012,1904,247494,58.48,2924.06
Mazda,SUV,Automatic,Hybrid,Third,2009,1866,317360,51.48,2573.90
VW,MPV,Manual,Diesel,Second,2016,1219,144369,55.68,2783.77
Audi,Coupe,Automatic,Hybrid,Second,2017,1814,136200,454.12,22706.22
Audi,Sedan,Automatic,Diesel,First,2021,1488,57620,606.29,30314.70
Daihatsu,Hatchback,Manual,Petrol,First,2017,1951,119856,45.75,2287.27
Porsche,MPV,Automatic,Hybrid,Second,2011,1541,179214,256.48,12824.06
Toyota,Sedan,Manual,Petrol,First,2010,2093,198150,38.88,1944.16
Honda,Hatchback,Manual,Hybrid,Third,2019,1225,79296,111.39,5569.55
VW,Hatchback,Automatic,Petrol,Second,2016,2208,146223,98.89,4944.27
Toyota,Sedan,Automatic,Petrol,First,2011,2217,190806,72.77,3638.43
Porsche,MPV,Manual,Diesel,Third,2016,1254,129942,436.61,21830.54
Daihatsu,Coupe,Automatic,Diesel,Third,2009,1382,292496,41.98,2098.90
Porsche,SUV,Automatic,Petrol,Second,2024,1441,17927,1754.43,87721.48
BMW,MPV,Automatic,Hybrid,First,2021,3865,53896,758.89,37944.34
Daihatsu,SUV,Manual,Hybrid,Second,2007,2375,263232,60.68,3033.91
BMW,Sedan,Manual,Hybrid,Second,2022,3782,52860,811.93,40596.54
Mercedes,SUV,Automatic,Diesel,First,2010,2188,263610,48.34,2417.14
Daihatsu,Coupe,Manual,Hybrid,Second,2006,2173,347814,30.32,1515.95
VW,MPV,Automatic,Hybrid,First,2016,2006,125910,180.66,9032.86
VW,MPV,Automatic,Diesel,Third,2005,1922,287140,47.48,2374.06
Ferrari,Hatchback,Manual,Diesel,Second,2005,5481,355160,204.32,10215.93
Ferrari,Sedan,Manual,Hybrid,Third,2007,4910,183852,457.88,22894.11
BMW,Hatchback,Automatic,Petrol,Third,2021,3260,51972,526.94,26346.94
Honda,Coupe,Automatic,Hybrid,Third,2013,1213,179052,32.39,1619.68
Mercedes,Sedan,Manual,Diesel,Third,2007,2600,348966,63.77,3188.54
Daihatsu,SUV,Manual,Diesel,First,2024,2252,12406,492.36,24618.19
Toyota,Hatchback,Automatic,Diesel,Second,2012,1269,202579,67.53,3376.31
Suzuki,Sedan,Manual,Hybrid,Third,2008,2455,262038,51.73,2586.28
Daihatsu,Hatchback,Automatic,Petrol,First,2005,2171,213500,22.72,1135.90
Suzuki,MPV,Manual,Hybrid,First,2016,2217,167049,77.90,3894.76
Porsche,Hatchback,Manual,Hybrid,First,2024,1902,17144,1695.59,84779.53
Suzuki,Hatchback,Manual,Petrol,Second,2007,1493,330246,67.69,3384.69
Daihatsu,Hatchback,Automatic,Hybrid,Third,2016,1195,161910,72.53,3626.28
Toyota,SUV,Manual,Hybrid,First,2020,2278,94295,302.39,15119.39
Audi,Sedan,Automatic,Hybrid,Third,2015,2084,150820,224.52,11225.87
Porsche,Coupe,Automatic,Diesel,Third,2016,1482,122337,632.73,31636.49
Audi,Hatchback,Manual,Petrol,Second,2012,1791,207883,44.45,2222.46
VW,SUV,Automatic,Hybrid,Third,2023,2128,32048,523.07,26153.74
BMW,SUV,Automatic,Diesel,Third,2023,3196,23290,890.20,44509.78
Suzuki,Sedan,Manual,Diesel,First,2017,1844,128736,61.61,3080.51
BMW,Coupe,Automatic,Hybrid,Third,2013,2040,161196,79.47,3973.34
Toyota,MPV,Automatic,Hybrid,First,2020,2457,91260,324.64,16231.89
Ferrari,MPV,Manual,Petrol,First,2016,5896,167103,1723.18,86158.87
Mercedes,SUV,Automatic,Petrol,Third,2024,2730,19530,1049.15,52457.30
Suzuki,SUV,Manual,Petrol,First,2011,2126,225372,47.95,2397.39
Porsche,Hatchback,Manual,Diesel,Third,2011,1711,175952,184.26,9212.92
Daihatsu,Coupe,Manual,Petrol,Third,2008,1489,231642,40.35,2017.35
Toyota,Sedan,Automatic,Hybrid,First,2018,1187,124502,88.99,4449.64
Mazda,Sedan,Automatic,Diesel,First,2017,1234,158656,36.67,1833.35
Audi,Hatchback,Automatic,Diesel,Second,2021,1904,63016,585.65,29282.34
Ferrari,MPV,Automatic,Petrol,Third,2008,6208,224485,489.05,24452.71
Porsche,SUV,Manual,Petrol,Third,2009,2456,261664,153.86,7693.00
BMW,SUV,Automatic,Diesel,Third,2022,3966,58440,797.94,39896.99
VW,Hatchback,Manual,Hybrid,Third,2015,2177,156690,72.06,3603.21
Ferrari,Hatchback,Manual,Hybrid,Third,2011,4002,151088,732.31,36615.68
Porsche,SUV,Manual,Diesel,Second,2013,2167,128100,462.27,23113.39
Suzuki,Hatchback,Manual,Hybrid,First,2012,1774,258440,47.41,2370.52
Audi,SUV,Automatic,Hybrid,First,2022,2049,43623,945.29,47264.55
BMW,Coupe,Manual,Diesel,Second,2007,3970,203778,24.75,1237.66
Toyota,Coupe,Manual,Diesel,Second,2011,2230,226968,47.50,2375.17
Porsche,Sedan,Automatic,Petrol,Second,2016,2482,113067,603.77,30188.26
Toyota,Coupe,Manual,Petrol,Second,2009,1983,298224,38.49,1924.55
Porsche,Hatchback,Automatic,Hybrid,Second,2007,1279,337068,65.50,3274.93
Mercedes,Sedan,Automatic,Hybrid,First,2024,3911,10848,1381.20,69060.08
Suzuki,Coupe,Manual,Petrol,First,2012,1396,153231,44.33,2216.45
Suzuki,MPV,Manual,Diesel,First,2011,1532,178304,32.52,1626.05
Mazda,Sedan,Manual,Hybrid,Third,2006,1499,334989,43.53,2176.29
Daihatsu,Coupe,Automatic,Petrol,Second,2008,1965,285889,53.54,2677.22
VW,Hatchback,Automatic,Diesel,Second,2009,2394,300192,30.79,1539.26
BMW,Hatchback,Automatic,Diesel,Third,2012,2758,175500,40.69,2034.51
Suzuki,Sedan,Manual,Petrol,Third,2022,1393,58827,163.61,8180.51
Mercedes,Hatchback,Manual,Hybrid,Third,2008,2767,238425,33.03,1651.66
BMW,Hatchback,Manual,Petrol,Second,2017,2169,113368,175.99,8799.70
Suzuki,Sedan,Manual,Petrol,Third,2014,1275,119977,52.32,2616.08
Mercedes,Hatchback,Automatic,Petrol,Second,2022,3929,35889,831.84,41592.01
Ferrari,SUV,Automatic,Diesel,Third,2008,6465,180744,649.08,32454.00
Daihatsu,MPV,Automatic,Hybrid,Third,2012,1904,221663,65.19,3259.64
Suzuki,SUV,Automatic,Hybrid,First,2017,2478,132096,197.76,9888.15
Mazda,SUV,Manual,Hybrid,Third,2017,1829,140704,131.23,6561.48
Honda,Hatchback,Manual,Hybrid,Third,2009,1336,167968,60.20,3010.03
BMW,Sedan,Manual,Hybrid,Third,2009,3847,179472,56.90,2845.24
Toyota,Hatchback,Automatic,Petrol,First,2005,2386,209720,56.42,2821.21
Ferrari,SUV,Automatic,Petrol,Third,2015,4264,157010,1373.00,68649.92
Mercedes,Hatchback,Manual,Petrol,First,2024,2407,13282,1065.85,53292.34
Toyota,Hatchback,Automatic,Hybrid,Third,2009,1456,277088,57.33,2866.45
Mercedes,SUV,Automatic,Hybrid,First,2005,2645,399580,50.96,2547.98
Toyota,Coupe,Automatic,Diesel,Third,2021,1640,58940,258.43,12921.70
Ferrari,Sedan,Automatic,Hybrid,First,2008,5425,242607,600.71,30035.65
Mercedes,SUV,Manual,Hybrid,First,2022,3849,43968,1073.68,53684.13
BMW,Sedan,Manual,Petrol,First,2007,2855,267516,69.99,3499.28
Porsche,MPV,Automatic,Diesel,Third,2024,1596,11592,1315.36,65767.95
Mazda,MPV,Manual,Petrol,First,2007,2178,318078,63.07,3153.61
Porsche,Hatchback,Manual,Petrol,Third,2021,2147,46732,970.29,48514.40
Mazda,Sedan,Automatic,Hybrid,Second,2019,1210,113376,137.58,6878.96
Mercedes,Hatchback,Automatic,Hybrid,First,2015,3493,116330,253.34,12667.02
Honda,Coupe,Manual,Hybrid,First,2022,1558,49803,409.39,20469.71
Suzuki,SUV,Automatic,Diesel,First,2008,1364,253096,58.30,2915.01
Daihatsu,MPV,Automatic,Diesel,First,2008,1786,297874,65.74,3287.03
BMW,MPV,Manual,Petrol,Second,2015,2791,128390,109.54,5476.85
BMW,Coupe,Automatic,Petrol,First,2020,2576,81335,591.63,29581.59
Mercedes,Coupe,Automatic,Diesel,Second,2022,3928,54216,1012.69,50634.60
Porsche,Coupe,Automatic,Diesel,First,2006,1969,369645,36.17,1808.65
Honda,MPV,Automatic,Diesel,First,2022,2400,47958,403.39,20169.48
Audi,Sedan,Manual,Diesel,Second,2024,2341,13276,888.36,44418.02
Mercedes,MPV,Automatic,Petrol,First,2016,3888,123534,264.61,13230.43
Mercedes,Sedan,Automatic,Petrol,Third,2021,3810,49788,601.44,30072.13
BMW,SUV,Automatic,Diesel,Second,2023,2067,25508,847.35,42367.75
Mercedes,Sedan,Manual,Diesel,Second,2019,2642,84960,360.52,18026.25
BMW,Sedan,Manual,Diesel,First,2020,3099,92370,486.20,24309.87
Suzuki,SUV,Automatic,Hybrid,Third,2021,2221,66684,298.07,14903.46
Honda,Hatchback,Manual,Hybrid,First,2022,1335,51339,282.30,14115.23
Toyota,MPV,Automatic,Diesel,First,2006,1357,247095,39.34,1967.22
BMW,Sedan,Automatic,Hybrid,Third,2022,2891,56529,628.49,31424.29
Mercedes,Sedan,Automatic,Petrol,Second,2024,3254,10068,1108.73,55436.68
Toyota,MPV,Automatic,Petrol,First,2007,1473,281142,43.95,2197.43
Daihatsu,Hatchback,Automatic,Petrol,Second,2021,2266,59792,245.98,12298.75
Mercedes,MPV,Manual,Diesel,Second,2014,2340,119933,91.06,4552.85
Daihatsu,Hatchback,Automatic,Petrol,Third,2015,1972,162790,57.97,2898.43
Porsche,Sedan,Automatic,Petrol,First,2012,1338,153946,316.52,15826.06
Audi,Sedan,Manual,Petrol,Third,2010,1026,219075,37.85,1892.69
Porsche,MPV,Automatic,Petrol,Third,2016,1899,103617,527.48,26374.02
Audi,MPV,Automatic,Diesel,First,2023,2344,22090,892.62,44630.82
Mercedes,SUV,Automatic,Diesel,First,2009,2974,208208,52.24,2612.18
VW,Hatchback,Manual,Diesel,Third,2011,1296,238924,62.19,3109.69
Daihatsu,Hatchback,Automatic,Hybrid,First,2024,2293,15310,507.67,25383.62
Toyota,MPV,Automatic,Petrol,First,2021,1263,77744,187.73,9386.63
VW,Hatchback,Manual,Hybrid,Second,2016,1308,131715,78.29,3914.38
Mercedes,Hatchback,Manual,Hybrid,First,2014,3107,177177,111.76,5587.98
Toyota,SUV,Manual,Diesel,First,2024,1421,10866,425.28,21264.15
BMW,Coupe,Automatic,Diesel,Third,2008,3407,293165,66.68,3334.02
Porsche,Coupe,Manual,Hybrid,First,2009,1033,161552,305.92,15296.03
Ferrari,Coupe,Manual,Hybrid,First,2009,5162,162864,957.92,47896.23
Mercedes,MPV,Manual,Hybrid,First,2015,2314,186760,112.64,5631.91
VW,Coupe,Automatic,Petrol,First,2024,2424,18479,756.68,37833.95
